loan_id,issue_date,grade,sub_grade,term,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,emp_length,home_ownership,purpose,application_type,default_12m,origination_z,issue_year,lgd,ead,eir,pd_test_baseline,pd_test_adverse,lifetime_pd_baseline,lifetime_pd_adverse,stage_baseline,stage_adverse,sicr_baseline,sicr_adverse,ecl_baseline,ecl_adverse
1591,2025-01-08,B,B2,60,0.072,15000,40194,8.25,0,4,14,1,11132,100.0,25,8,RENT,debt_consolidation,Individual,1,-0.9160160250115243,2025,0.35,15300.0,0.072,0.11710950296005533,0.2241301462619146,0.15710950296005533,0.3241301462619146,3,3,0,0,1454.042141285352,2799.2776208106493
1593,2020-04-04,C,C4,36,0.102,15000,63341,33.31,0,0,12,0,7069,35.6,16,5,MORTGAGE,credit_card,Individual,1,-0.4636820525727293,2020,0.45,15300.0,0.102,0.09747001403938577,0.1865430895923946,0.13747001403938577,0.2865430895923946,3,3,0,0,1642.84106469552,3162.1462325699563
1595,2024-08-11,C,C1,60,0.1047,20000,40313,12.33,0,2,14,0,6263,51.0,22,5,RENT,medical,Individual,0,-0.11140897324744892,2024,0.45,20400.0,0.1047,0.14669605611870376,0.2807544023574735,0.18669605611870377,0.3807544023574735,1,1,0,0,424.9370107384335,813.2661480203833
1597,2024-01-14,F,F3,60,0.1801,15000,97418,32.33,1,3,9,0,3640,52.0,6,5,MORTGAGE,home_improvement,Individual,1,0.8684701046387879,2024,0.75,15300.0,0.1801,0.1325238145658999,0.2536308428528912,0.1725238145658999,0.35363084285289126,2,2,0,0,1855.4474363151567,3569.737446775047
1598,2024-12-09,B,B3,36,0.0767,25000,44685,21.94,1,1,5,0,10046,10.2,25,3,MORTGAGE,debt_consolidation,Individual,0,-0.343186505084371,2024,0.35,25500.0,0.0767,0.10235777339708249,0.19589753301537854,0.1423577733970825,0.2958975330153786,1,1,0,0,423.87689368998286,811.2372418845163
1599,2026-08-01,C,C2,36,0.0998,25000,30778,24.08,1,0,7,0,4816,43.6,31,5,MORTGAGE,debt_consolidation,Individual,0,1.3929013810765971,2026,0.45,25500.0,0.0998,0.1338452687406622,0.25615990932471217,0.1738452687406622,0.3561599093247122,1,1,0,0,533.5378202431663,1021.1119223019157
1600,2024-09-10,C,C4,60,0.0995,15000,23011,9.93,0,1,11,0,3853,61.0,19,10,RENT,debt_consolidation,Individual,0,-0.7994046875533118,2024,0.45,15300.0,0.0995,0.14327285508685206,0.27420290543741094,0.18327285508685207,0.37420290543741097,1,1,0,0,320.2100380373448,612.8343204079929
1602,2025-02-07,A,A5,36,0.0533,20000,107171,7.69,0,0,18,0,9150,11.0,11,4,RENT,debt_consolidation,Individual,0,-1.1975815924567694,2025,0.3,20400.0,0.0533,0.10923419519429696,0.20905798015427543,0.14923419519429695,0.30905798015427544,1,1,0,0,297.1156781940868,568.6351553644847
1603,2026-04-03,F,F1,36,0.1757,25000,115584,10.14,0,0,10,0,1306,31.1,17,1,RENT,other,Individual,0,1.0065396195877447,2026,0.75,25500.0,0.1757,0.12469329988638757,0.238644404040801,0.16469329988638756,0.338644404040801,1,1,0,0,831.8234451864624,1591.9861814913768
1606,2027-02-27,C,C1,36,0.1015,35000,114359,20.25,0,2,11,0,27506,64.5,24,0,MORTGAGE,credit_card,Individual,0,0.4791662089923643,2027,0.45,35700.0,0.1015,0.11965142814466785,0.2289950124684459,0.15965142814466785,0.32899501246844587,1,1,0,0,745.8001385245648,1427.3503849357292
1608,2023-02-18,C,C1,36,0.0984,25000,53378,12.94,0,0,11,0,3943,0.0,32,6,OWN,debt_consolidation,Individual,1,-1.8820712785372882,2023,0.45,25500.0,0.0984,0.18356400044075,0.35131415664227167,0.22356400044075,0.4513141566422717,2,2,0,0,2261.02867310615,4352.133326931267
1611,2025-08-06,A,A1,36,0.0552,35000,88407,30.92,0,2,11,0,3766,33.8,16,5,RENT,debt_consolidation,Individual,0,-0.48320572221742286,2025,0.3,35700.0,0.0552,0.10179265270650444,0.19481597618323918,0.14179265270650443,0.2948159761832392,1,1,0,0,519.0162070917413,993.3197175933192
1613,2024-02-13,B,B2,36,0.0817,20000,55455,9.09,0,1,9,1,9629,52.1,9,6,MORTGAGE,other,Individual,0,0.7975492106021627,2024,0.35,20400.0,0.0817,0.11819257584362458,0.22620298644713416,0.1581925758436246,0.3262029864471342,1,1,0,0,337.5340678088227,645.9899331327048
1614,2024-06-12,C,C5,36,0.099,35000,57677,28.82,0,3,19,0,1455,40.5,23,6,MORTGAGE,home_improvement,Individual,0,-0.5405775159162597,2024,0.45,35700.0,0.099,0.12612578515542322,0.24138596748998165,0.16612578515542323,0.3413859674899816,1,1,0,0,747.4966811508718,1430.5973148377668
1617,2025-11-04,C,C3,36,0.1083,25000,35392,21.0,1,1,8,0,2370,9.9,16,2,RENT,debt_consolidation,Individual,0,1.2003611313641296,2025,0.45,25500.0,0.1083,0.11476346121472582,0.21964017178310044,0.1547634612147258,0.31964017178310045,1,1,0,0,529.4459033686135,1013.2806028581132
1618,2021-11-25,E,E5,36,0.155,25000,35774,3.79,1,2,9,0,43521,48.7,31,5,OWN,debt_consolidation,Joint App,0,-0.13446258183354565,2021,0.65,25500.0,0.155,0.13886030494162716,0.2657579416689743,0.17886030494162716,0.36575794166897435,1,1,0,0,733.8339231500381,1404.4488309686783
1620,2028-07-21,A,A2,36,0.0431,20000,77307,14.36,0,0,10,0,15569,49.4,18,4,RENT,small_business,Individual,0,1.6156502537022346,2028,0.3,20400.0,0.0431,0.0861212430658521,0.16482323224607262,0.1261212430658521,0.2648232322460726,1,1,0,0,300.0210371410523,574.1955796619804
1623,2027-08-26,C,C1,60,0.1067,25000,145306,16.24,0,3,5,0,3533,39.5,27,3,MORTGAGE,debt_consolidation,Individual,0,0.88949549604,2027,0.45,25500.0,0.1067,0.12917344534957056,0.24721873518009682,0.16917344534957057,0.3472187351800968,1,1,0,0,530.2113442698422,1014.7455427375503
1625,2022-07-23,A,A3,36,0.0487,35000,120532,0.04,1,1,10,0,17972,6.7,19,4,MORTGAGE,credit_card,Individual,0,-0.26970071424568565,2022,0.3,35700.0,0.0487,0.08888582020373491,0.17011422112916408,0.1288858202037349,0.27011422112916406,1,1,0,0,522.2331474427438,999.4764622909034
1626,2028-07-21,C,C1,36,0.0972,20000,39292,25.42,0,0,9,0,16022,38.6,28,3,RENT,credit_card,Individual,0,1.6156502537022346,2028,0.45,20400.0,0.0972,0.11910075341000446,0.22794110304433243,0.15910075341000446,0.32794110304433244,1,1,0,0,427.84170229925957,818.8252950402092
1627,2022-11-20,D,D5,36,0.1221,20000,39810,30.06,0,1,15,0,35371,54.8,40,5,RENT,debt_consolidation,Individual,0,-1.1200801846028845,2022,0.55,20400.0,0.1221,0.13485195808860592,0.2580865627993828,0.17485195808860593,0.3580865627993828,1,1,0,0,511.3138137213184,978.5784838843134
1628,2022-12-20,D,D2,60,0.1304,35000,86265,25.1,0,0,8,0,2816,3.0,15,1,MORTGAGE,credit_card,Individual,0,-0.8727567460253252,2022,0.55,35700.0,0.1304,0.11144734683592046,0.21329362276737798,0.15144734683592045,0.313293622767378,1,1,0,0,888.229080997178,1699.938167322655
1629,2020-04-04,A,A5,60,0.0511,25000,63641,14.19,0,3,4,0,75441,56.3,24,1,MORTGAGE,home_improvement,Individual,0,-0.4636820525727293,2020,0.3,25500.0,0.0511,0.09494273672372663,0.1817062572253722,0.13494273672372664,0.28170625722537224,1,1,0,0,372.171943489953,712.281668187389
1631,2022-10-21,B,B3,60,0.0883,35000,142332,8.26,0,1,10,0,37870,54.8,26,3,OWN,debt_consolidation,Individual,0,-1.0135474230746537,2022,0.35,35700.0,0.0883,0.15002058771901258,0.28711706068148435,0.1900205877190126,0.3871170606814843,1,1,0,0,587.1024092717139,1123.6265677404042
1632,2027-03-29,A,A2,36,0.0428,20000,76609,7.8,1,0,10,0,8600,50.9,33,9,MORTGAGE,debt_consolidation,Individual,0,0.27590919321032803,2027,0.3,20400.0,0.0428,0.10443295588951539,0.19986912322619,0.14443295588951538,0.29986912322618997,1,1,0,0,300.1073492921285,574.3607682637243
1634,2027-01-28,A,A5,36,0.0448,25000,44860,17.29,0,2,6,1,3225,41.3,24,3,RENT,small_business,Individual,0,1.2449080842752047,2027,0.3,25500.0,0.0448,0.09145473586719212,0.17503074309221586,0.1314547358671921,0.27503074309221587,1,1,0,0,374.41608901444255,716.5766284760381
1635,2020-09-01,A,A4,60,0.0492,20000,163749,26.14,0,2,10,0,25995,4.0,6,6,RENT,other,Individual,0,0.8193905637940778,2020,0.3,20400.0,0.0492,0.10482611543133735,0.20062157203167147,0.14482611543133736,0.3006215720316715,1,1,0,0,298.27672878558104,570.8572332685968
1636,2022-04-24,D,D5,60,0.1257,20000,59657,25.65,0,2,6,0,6590,95.9,16,10,MORTGAGE,credit_card,Individual,0,-1.3985992399883989,2022,0.55,20400.0,0.1257,0.1556666142181331,0.2979227144761056,0.1956666142181331,0.3979227144761056,1,1,0,0,509.67862696694635,975.4489799827559
1638,2023-06-18,D,D2,36,0.1237,10000,47173,9.62,2,0,10,0,22900,48.8,27,7,OWN,debt_consolidation,Individual,0,-0.5140983522069653,2023,0.55,10200.0,0.1237,0.13471401536338137,0.25782256096862705,0.17471401536338138,0.3578225609686271,1,1,0,0,255.29288527929674,488.59255885315844
1641,2024-11-09,B,B2,36,0.0696,25000,194778,23.42,0,1,8,0,8693,14.4,15,2,MORTGAGE,credit_card,Individual,0,-0.6415751161587422,2024,0.35,25500.0,0.0696,0.11492235581918535,0.21994427239011854,0.15492235581918534,0.3199442723901186,1,1,0,0,426.69058660808207,816.6222310555896
1643,2021-01-29,D,D4,36,0.1264,15000,72660,14.07,0,1,11,0,8122,27.5,8,10,MORTGAGE,home_improvement,Individual,0,0.738360459617036,2021,0.55,15300.0,0.1264,0.15969043553740953,0.30562370916932746,0.19969043553740953,0.40562370916932744,1,1,0,0,382.0214158225484,731.1320912419577
1644,2023-02-18,B,B2,36,0.0772,20000,90008,14.06,0,1,14,0,24472,54.8,43,7,OWN,debt_consolidation,Individual,0,-1.8820712785372882,2023,0.35,20400.0,0.0772,0.1242583285330331,0.23781193365553832,0.1642583285330331,0.3378119336555383,1,1,0,0,338.9441154370624,648.688554279286
1648,2024-01-14,A,A4,60,0.0551,25000,110646,10.75,0,0,8,1,4162,66.4,26,2,MORTGAGE,credit_card,Individual,0,0.8684701046387879,2024,0.3,25500.0,0.0551,0.09038836150626062,0.17298986139223071,0.13038836150626062,0.2729898613922307,1,1,0,0,370.7609987700593,709.5813301409958
1649,2028-05-22,B,B3,36,0.0821,20000,167069,16.89,0,0,10,0,6939,53.9,17,7,RENT,small_business,Individual,0,0.6584429562505255,2028,0.35,20400.0,0.0821,0.09733311909546091,0.18628109305898893,0.13733311909546092,0.28628109305898897,1,1,0,0,337.4092977994673,645.7511419181653
1650,2026-06-02,B,B4,36,0.0769,20000,39124,21.72,3,2,13,0,6102,64.9,26,8,MORTGAGE,credit_card,Individual,0,1.1963120653821235,2026,0.35,20400.0,0.0769,0.13690978977568558,0.262024946152994,0.17690978977568558,0.36202494615299396,1,1,0,0,339.0385376068378,648.869264248906
1654,2023-02-18,B,B5,60,0.081,10000,52979,36.33,1,3,5,0,8241,24.8,21,10,MORTGAGE,small_business,Individual,0,-1.8820712785372882,2023,0.35,10200.0,0.081,0.1053077117605704,0.20154327567639638,0.1453077117605704,0.3015432756763964,1,1,0,0,168.8763187552283,323.20412149382366
1657,2026-08-01,F,F2,36,0.1698,25000,108649,13.02,0,1,7,0,4291,77.3,25,4,RENT,credit_card,Individual,1,1.3929013810765971,2026,0.75,25500.0,0.1698,0.15987202109508344,0.3059712368811852,0.19987202109508345,0.4059712368811852,3,3,0,0,3588.4794170417545,6904.353253657093
1658,2026-11-29,D,D4,36,0.124,35000,25357,12.79,0,1,10,0,2127,68.5,19,7,RENT,debt_consolidation,Individual,0,1.746295027185137,2026,0.55,35700.0,0.124,0.18028740959915437,0.34504324979009443,0.22028740959915438,0.44504324979009446,1,1,0,0,893.2866131309697,1709.617530552962
1659,2026-07-02,A,A3,36,0.0466,25000,32532,29.64,0,1,5,0,2119,4.1,28,3,MORTGAGE,medical,Individual,0,1.4657484609573224,2026,0.3,25500.0,0.0466,0.11293976875175493,0.21614989603150891,0.15293976875175494,0.3161498960315089,1,1,0,0,373.7721477186027,715.3442207450454
1661,2023-06-18,B,B3,36,0.0788,15000,77418,27.04,0,1,7,0,3481,0.0,21,4,RENT,debt_consolidation,Individual,0,-0.5140983522069653,2023,0.35,15300.0,0.0788,0.135158137254709,0.2586725441206803,0.175158137254709,0.3586725441206803,1,1,0,0,253.83106309010262,485.794848908264
1662,2023-04-19,A,A2,36,0.0462,25000,42378,0.0,0,0,6,0,4391,0.0,33,4,RENT,debt_consolidation,Individual,0,-1.0032516636488436,2023,0.3,25500.0,0.0462,0.12020348086213052,0.23005155914639908,0.16020348086213052,0.33005155914639905,1,1,0,0,373.9150542939108,715.6177226455405
1664,2022-07-23,A,A3,36,0.0461,20000,119752,17.93,0,0,7,0,3468,78.4,29,0,RENT,credit_card,Individual,0,-0.26970071424568565,2022,0.3,20400.0,0.0461,0.10345995178121854,0.19800693828309104,0.14345995178121854,0.29800693828309105,1,1,0,0,299.1606384110808,572.5489046414413
1665,2022-02-23,B,B1,60,0.0722,20000,150591,16.5,0,0,13,1,40700,44.5,25,1,RENT,debt_consolidation,Joint App,0,0.8825109315789375,2022,0.35,20400.0,0.0722,0.10700339837537602,0.20478856729991549,0.14700339837537602,0.3047885672999155,1,1,0,0,340.5247166095911,651.713589507225
1666,2020-06-03,D,D1,36,0.1242,20000,64786,18.18,0,0,9,0,7038,56.0,36,8,RENT,small_business,Individual,0,0.26046762334177886,2020,0.55,20400.0,0.1242,0.12862103513408862,0.24616150430418085,0.16862103513408863,0.34616150430418086,1,1,0,0,510.3586820643048,976.7505041510302
1667,2025-04-08,B,B2,60,0.0806,20000,44548,29.27,0,1,11,1,17474,32.4,19,6,OWN,debt_consolidation,Individual,1,-0.8429740314437861,2025,0.35,20400.0,0.0806,0.13253002168862024,0.25364272236128305,0.17253002168862025,0.353642722361283,2,2,0,0,1473.7447490987586,2837.051445047934
1668,2024-04-13,F,F1,36,0.1702,20000,55860,28.82,2,4,10,0,3253,36.8,42,6,MORTGAGE,other,Individual,0,-0.7945806660950429,2024,0.75,20400.0,0.1702,0.12987523942789622,0.2485618645201174,0.16987523942789623,0.3485618645201174,1,1,0,0,668.5864464233287,1279.5748785366002
1669,2022-03-25,C,C5,36,0.1114,25000,136056,19.57,0,0,13,0,5282,61.6,17,1,RENT,home_improvement,Individual,0,0.15046345682195328,2022,0.45,25500.0,0.1114,0.1005496508906978,0.19243705584168846,0.1405496508906978,0.29243705584168844,1,1,0,0,527.9691332584438,1010.4542848188294
1670,2024-12-09,E,E2,60,0.1453,25000,134603,4.29,1,0,13,0,10569,40.6,25,3,MORTGAGE,credit_card,Individual,1,-0.343186505084371,2024,0.65,25500.0,0.1453,0.14208206778455465,0.2719239158978363,0.18208206778455466,0.37192391589783635,3,3,0,0,3354.1539949741973,6454.407444877001
1671,2025-06-07,C,C4,60,0.093,20000,72329,6.94,0,1,13,0,11849,39.5,16,8,RENT,debt_consolidation,Individual,0,-0.019826101031090282,2025,0.45,20400.0,0.093,0.1364516430307175,0.26114812151994826,0.1764516430307175,0.36114812151994824,1,1,0,0,429.4857417774452,821.9717417366126
1672,2022-09-21,E,E1,36,0.1584,35000,48577,18.61,3,1,10,1,18893,57.9,29,0,MORTGAGE,small_business,Individual,0,-1.5650134065906065,2022,0.65,35700.0,0.1584,0.13874108453824577,0.2655297715737055,0.17874108453824578,0.3655297715737055,1,1,0,0,1024.3520836788773,1960.4573201625972
1674,2025-05-08,C,C5,60,0.0991,20000,158698,7.04,1,4,6,0,108097,49.5,45,0,RENT,debt_consolidation,Individual,0,-0.8979714381575643,2025,0.45,20400.0,0.0991,0.15769387875659455,0.3018025968599625,0.19769387875659455,0.40180259685996256,1,1,0,0,427.10209786438685,817.409802309269
1675,2024-10-10,C,C4,36,0.1019,25000,29223,23.94,1,0,8,0,38690,50.7,23,6,RENT,credit_card,Individual,0,-1.5101057658633692,2024,0.45,25500.0,0.1019,0.14019708944797282,0.2683163481121313,0.18019708944797283,0.3683163481121313,1,1,0,0,532.5210043592289,1019.1658881456093
1676,2028-06-21,F,F2,60,0.177,35000,57199,2.23,1,0,13,0,9791,0.6,21,2,RENT,credit_card,Individual,1,1.1985186560321777,2028,0.75,35700.0,0.177,0.11425259116057641,0.21866244258894277,0.1542525911605764,0.3186624425889428,3,3,0,0,4941.438633786182,9507.109310533666
1678,2020-10-01,C,C3,36,0.0935,15000,67687,10.12,1,1,9,0,9710,28.5,3,5,MORTGAGE,credit_card,Individual,0,1.8083473995264803,2020,0.45,15300.0,0.0935,0.13460423018777737,0.2576124484940322,0.17460423018777738,0.3576124484940322,1,1,0,0,321.9670204134071,616.1969229891067
1679,2027-08-26,D,D2,36,0.1126,15000,49683,30.36,0,0,13,0,3007,32.7,24,6,MORTGAGE,home_improvement,Individual,0,0.88949549604,2027,0.55,15300.0,0.1126,0.1186885205523161,0.22715215075308093,0.1586885205523161,0.3271521507530809,1,1,0,0,386.7597724092383,740.200600013429
1680,2021-12-25,B,B5,60,0.0708,25000,71969,31.7,1,0,11,0,2008,57.1,12,6,RENT,other,Individual,0,-0.12032283856609985,2021,0.35,25500.0,0.0708,0.11173071430432897,0.21383594589688468,0.15173071430432897,0.3138359458968847,1,1,0,0,426.21241262234264,815.7070772665844
1681,2027-11-24,E,E5,36,0.1591,25000,79700,3.65,0,0,11,0,2491,21.9,28,9,RENT,other,Individual,0,1.39696941039572,2027,0.65,25500.0,0.1591,0.09806919304951113,0.18768982897546818,0.13806919304951112,0.2876898289754682,1,1,0,0,731.2381858668743,1399.4809764203462
1684,2025-11-04,C,C3,36,0.0952,20000,79552,14.03,0,2,8,0,4821,68.7,22,3,MORTGAGE,other,Individual,0,1.2003611313641296,2025,0.45,20400.0,0.0952,0.14352859576442947,0.27469235500402805,0.18352859576442948,0.3746923550040281,1,1,0,0,428.6230056270522,820.3205932415244
1686,2022-01-24,A,A5,60,0.0522,15000,42337,24.7,1,1,9,0,6168,16.7,21,0,RENT,debt_consolidation,Individual,0,-0.17446763393539308,2022,0.3,15300.0,0.0522,0.10172450559763627,0.1946855527667624,0.14172450559763627,0.2946855527667624,1,1,0,0,223.06971857191954,426.92221712512713
1687,2020-10-31,A,A4,60,0.053,25000,48354,26.25,0,1,13,0,6948,21.9,23,6,RENT,other,Individual,0,0.7011391467379748,2020,0.3,25500.0,0.053,0.09317733603196728,0.17832754324184627,0.13317733603196727,0.2783275432418463,1,1,0,0,371.50040816931585,710.9964496028153
1688,2020-08-02,B,B2,60,0.0624,15000,38106,10.6,0,0,13,0,6203,2.1,11,3,RENT,debt_consolidation,Individual,0,0.3172559742184534,2020,0.35,15300.0,0.0624,0.09666663309058632,0.1850055381127348,0.13666663309058633,0.28500553811273477,1,1,0,0,257.7493889887073,493.2939410789111
1689,2027-10-25,D,D3,36,0.1408,25000,103775,21.99,1,4,11,0,4410,0.0,21,4,RENT,credit_card,Individual,0,1.4018788803237672,2027,0.55,25500.0,0.1408,0.10870837137760395,0.2080516316858373,0.14870837137760395,0.30805163168583727,1,1,0,0,628.6654435228473,1203.1720248582005
1691,2025-07-07,C,C3,60,0.099,20000,72122,19.28,0,0,13,0,8976,28.4,36,6,RENT,other,Individual,1,-1.074416383347664,2025,0.45,20400.0,0.099,0.14216186434433384,0.2720766346282762,0.18216186434433385,0.3720766346282762,2,2,0,0,1806.0336746085684,3476.324758654921
1692,2027-02-27,A,A3,36,0.0464,20000,52909,17.59,0,1,9,0,31944,49.9,3,3,RENT,debt_consolidation,Joint App,0,0.4791662089923643,2027,0.3,20400.0,0.0464,0.0861212430658521,0.16482323224607262,0.1261212430658521,0.2648232322460726,1,1,0,0,299.0748698794263,572.3847564463032
1693,2023-12-15,C,C3,36,0.1049,35000,44079,14.08,0,0,11,0,9930,65.7,28,6,RENT,medical,Individual,0,-0.15257726018505652,2023,0.45,35700.0,0.1049,0.13548537509318095,0.25929882860439274,0.17548537509318096,0.3592988286043928,1,1,0,0,743.5051611773084,1422.9581401092457
1694,2020-05-04,E,E3,60,0.1525,20000,138188,3.58,0,1,12,0,32535,42.2,15,1,RENT,other,Individual,0,-0.2714797571424855,2020,0.65,20400.0,0.1525,0.12550875455263288,0.24020506281738094,0.1655087545526329,0.34020506281738094,1,1,0,0,588.3406030287507,1125.9962861735864
1696,2024-04-13,B,B4,36,0.0773,20000,44979,9.97,0,2,5,0,6037,22.2,20,0,MORTGAGE,medical,Individual,0,-0.7945806660950429,2024,0.35,20400.0,0.0773,0.12291491069465377,0.23524083200284385,0.16291491069465378,0.3352408320028438,1,1,0,0,338.91265306674427,648.6283399885332
1697,2021-05-29,A,A3,60,0.0494,20000,42673,3.2,0,2,15,0,1815,78.9,17,1,RENT,small_business,Individual,0,0.6214170320520574,2021,0.3,20400.0,0.0494,0.08828877365940382,0.16897156296800922,0.12828877365940383,0.2689715629680092,1,1,0,0,298.2198816865177,570.7484363878518
1700,2028-02-22,A,A4,60,0.0517,15000,130752,10.96,0,0,12,0,21401,50.3,44,6,MORTGAGE,debt_consolidation,Individual,0,2.816312336426735,2028,0.3,15300.0,0.0517,0.09150386015297386,0.17512475965858307,0.13150386015297386,0.2751247596585831,1,1,0,0,223.17577054423668,427.1251848046579
1703,2024-04-13,A,A1,36,0.042,15000,69854,15.19,0,0,6,0,2744,19.6,28,9,MORTGAGE,medical,Individual,0,-0.7945806660950429,2024,0.3,15300.0,0.042,0.10198886027572233,0.19519148824737542,0.14198886027572233,0.2951914882473754,1,1,0,0,225.25331850419744,431.10130216800263
1705,2027-07-27,C,C5,60,0.1001,15000,42510,33.2,0,3,6,0,3971,39.7,22,6,MORTGAGE,debt_consolidation,Individual,0,0.534929239614959,2027,0.45,15300.0,0.1001,0.08878940957868998,0.16992970555232068,0.12878940957868998,0.26992970555232065,1,1,0,0,320.0353938933375,612.5000775280321
1706,2026-09-30,B,B1,60,0.0714,20000,145287,38.46,0,1,8,0,4027,54.7,12,2,RENT,other,Individual,0,0.1022325365530995,2026,0.35,20400.0,0.0714,0.10378717010024326,0.19863318540948866,0.14378717010024325,0.2986331854094887,1,1,0,0,340.7789818450659,652.2002152974117
1707,2028-06-21,F,F2,36,0.173,25000,65799,19.3,0,1,15,0,14316,44.7,30,4,MORTGAGE,other,Individual,1,1.1985186560321777,2028,0.75,25500.0,0.173,0.13593549118212686,0.26016028375790573,0.17593549118212687,0.36016028375790576,2,2,0,0,3143.0409873482386,6047.206569715627
1708,2027-06-27,E,E2,36,0.1564,25000,87225,15.46,1,0,15,0,18174,100.0,14,0,RENT,home_improvement,Individual,1,-0.204293096838698,2027,0.65,25500.0,0.1564,0.1463235920313967,0.2800415615695323,0.1863235920313967,0.3800415615695323,3,3,0,0,3266.8547460521813,6286.014367072694
1712,2021-05-29,C,C4,36,0.1003,25000,64771,16.63,0,1,9,0,25649,31.2,28,10,MORTGAGE,debt_consolidation,Individual,1,0.6214170320520574,2021,0.45,25500.0,0.1003,0.09448854674543879,0.18083700525442778,0.13448854674543878,0.2808370052544278,2,2,0,0,2250.017342407681,4330.886974787739
1713,2026-12-29,G,G2,60,0.2002,15000,227874,17.22,0,2,8,0,5532,56.9,17,0,RENT,other,Individual,0,1.1147844605511497,2026,0.85,15300.0,0.2002,0.09626625292343852,0.18423927010582664,0.13626625292343852,0.2842392701058266,1,1,0,0,554.0933849890787,1060.4522116597234
1714,2025-01-08,D,D1,36,0.1278,20000,155606,9.52,0,0,14,0,8087,52.8,43,3,RENT,small_business,Individual,0,-0.9160160250115243,2025,0.55,20400.0,0.1278,0.15792552320111333,0.30224592982542187,0.19792552320111334,0.40224592982542184,1,1,0,0,508.7295889135409,973.6326624991915
1715,2023-10-16,A,A2,36,0.0524,20000,70862,0.0,0,0,8,0,8557,46.7,24,3,MORTGAGE,debt_consolidation,Individual,0,0.2800633672575088,2023,0.3,20400.0,0.0524,0.09050937634184779,0.17322146576347688,0.13050937634184778,0.2732214657634769,1,1,0,0,297.36976799869973,569.1214454061304
1716,2026-12-29,B,B1,36,0.0743,15000,53123,11.98,0,1,7,0,18467,76.5,23,10,MORTGAGE,other,Individual,0,1.1147844605511497,2026,0.35,15300.0,0.0743,0.09901206570043283,0.18949434679695976,0.13901206570043284,0.28949434679695973,1,1,0,0,254.8943040692569,487.82973378221646
1717,2023-10-16,E,E5,36,0.144,25000,20000,31.12,0,2,14,0,6534,28.0,24,4,RENT,debt_consolidation,Individual,1,0.2800633672575088,2023,0.65,25500.0,0.144,0.10742613299271911,0.2055976183950038,0.14742613299271912,0.30559761839500377,3,3,0,0,3364.626327239893,6474.608427767162
1718,2020-03-05,G,G4,36,0.1978,35000,49444,30.69,0,2,16,0,1491,55.5,16,6,RENT,debt_consolidation,Individual,0,-0.5106418161612168,2020,0.85,35700.0,0.1978,0.15033723728827686,0.2877230807949604,0.19033723728827687,0.38772308079496043,1,1,0,0,1295.4750833882244,2479.3463602821835
1719,2020-08-02,A,A1,36,0.0469,20000,62256,26.46,0,4,9,0,17237,28.7,29,1,RENT,debt_consolidation,Individual,0,0.3172559742184534,2020,0.3,20400.0,0.0469,0.09608050267626209,0.183883771798554,0.1360805026762621,0.283883771798554,1,1,0,0,298.9320315615929,572.1113851804487
1720,2022-01-24,A,A3,36,0.0486,35000,54590,13.56,1,0,10,0,7942,100.0,14,3,MORTGAGE,debt_consolidation,Individual,0,-0.17446763393539308,2022,0.3,35700.0,0.0486,0.08414421172892134,0.1610394887281634,0.12414421172892134,0.2610394887281634,1,1,0,0,522.2829503368351,999.5717776125027
1722,2025-02-07,A,A3,36,0.052,25000,91535,32.62,0,2,7,0,2190,97.1,29,0,RENT,other,Individual,0,-1.1975815924567694,2025,0.3,25500.0,0.052,0.10768291950610913,0.20608906953559844,0.14768291950610912,0.30608906953559845,1,1,0,0,371.85354543943873,711.672301741221
1723,2023-12-15,A,A5,36,0.0541,35000,37494,8.25,0,1,14,0,6498,39.0,34,1,MORTGAGE,debt_consolidation,Individual,1,-0.15257726018505652,2023,0.3,35700.0,0.0541,0.11213204653188114,0.21460403600560596,0.15213204653188114,0.31460403600560594,2,2,0,0,2374.7092224690095,4572.254626098878
1724,2025-01-08,E,E5,36,0.1481,20000,75516,18.35,0,3,16,0,1595,28.9,40,3,MORTGAGE,debt_consolidation,Individual,1,-0.9160160250115243,2025,0.65,20400.0,0.1481,0.12516648678218997,0.23955001328244888,0.16516648678218998,0.3395500132824489,3,3,0,0,2665.421897576147,5128.9950078761985
1725,2022-04-24,E,E5,36,0.1575,35000,61175,33.21,0,0,6,0,8849,44.2,18,6,MORTGAGE,debt_consolidation,Individual,0,-1.3985992399883989,2022,0.65,35700.0,0.1575,0.14802981141840543,0.28330701135028685,0.18802981141840544,0.3833070113502869,1,1,0,0,1025.1485561413492,1961.9816498283826
1726,2025-09-05,E,E2,36,0.1534,10000,40009,19.12,1,2,5,0,8861,16.5,26,4,RENT,debt_consolidation,Joint App,0,-0.5620585017578206,2025,0.65,10200.0,0.1534,0.1340085292590062,0.2564723656406417,0.1740085292590062,0.35647236564064166,1,1,0,0,293.94075992311224,562.5588346692642
1727,2027-12-24,C,C1,36,0.1006,20000,163227,15.36,1,0,4,0,32505,22.1,5,7,MORTGAGE,debt_consolidation,Individual,0,2.264407738002293,2027,0.45,20400.0,0.1006,0.12063292983689251,0.23087346052154423,0.1606329298368925,0.3308734605215442,1,1,0,0,426.5200034188148,816.2957602381587
