loan_id,issue_date,grade,sub_grade,term,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,emp_length,home_ownership,purpose,application_type,default_12m,origination_z
370,2025-07-07,B,B4,36,0.0761,20000,77937,15.0,1,1,9,0,9008,29.1,29,2,MORTGAGE,other,Individual,0,-1.074416383347664
371,2019-08-08,B,B5,36,0.0782,20000,38707,16.15,0,4,6,0,1816,40.9,29,5,RENT,small_business,Individual,0,-0.6837847269768917
372,2024-01-14,A,A2,60,0.0516,20000,60775,6.6,0,2,17,0,4244,47.6,23,6,MORTGAGE,other,Individual,0,0.8684701046387879
373,2020-08-02,C,C1,36,0.1023,25000,54920,12.31,0,2,13,0,2903,27.9,13,1,RENT,debt_consolidation,Individual,1,0.3172559742184534
374,2020-02-04,A,A1,60,0.0484,15000,63814,31.73,1,3,7,0,1092,3.1,22,4,MORTGAGE,credit_card,Individual,0,-0.2648545378765655
375,2027-02-27,C,C3,36,0.0947,15000,124746,19.65,0,2,10,0,3360,64.4,32,5,RENT,debt_consolidation,Individual,0,0.4791662089923643
376,2016-03-26,A,A1,36,0.0429,25000,31544,21.6,0,1,10,0,7504,64.2,20,1,RENT,other,Individual,0,-0.5648920355292593
377,2025-02-07,D,D1,36,0.1166,35000,20000,10.92,1,0,7,0,3563,63.1,8,7,MORTGAGE,credit_card,Individual,0,-1.1975815924567694
378,2025-03-09,B,B1,36,0.0838,10000,46879,6.09,0,0,7,0,6857,20.2,32,7,RENT,debt_consolidation,Individual,0,-1.2410275949959866
379,2020-03-05,F,F2,60,0.1639,10000,34507,15.83,0,0,10,0,2714,39.2,17,5,MORTGAGE,debt_consolidation,Individual,1,-0.5106418161612168
380,2018-07-14,A,A1,36,0.056,35000,20000,0.0,0,1,15,0,14528,4.2,29,5,RENT,credit_card,Individual,0,-0.3338302122351335
381,2015-01-01,C,C3,60,0.0959,15000,169843,8.13,0,2,14,0,21152,97.2,17,5,MORTGAGE,small_business,Individual,0,-0.3
382,2027-10-25,B,B4,36,0.0809,35000,88431,6.73,0,1,8,0,15286,11.8,26,3,MORTGAGE,credit_card,Individual,0,1.4018788803237672
383,2027-12-24,B,B2,36,0.064,25000,93814,0.0,0,1,14,0,9240,76.3,19,5,OWN,other,Individual,0,2.264407738002293
384,2018-04-15,C,C1,36,0.0988,15000,55555,23.84,0,3,17,0,17900,25.6,16,10,MORTGAGE,other,Individual,0,-0.6269980670154784
385,2015-05-31,E,E3,60,0.1573,15000,81927,16.83,0,1,7,0,4263,52.6,26,0,RENT,debt_consolidation,Individual,0,-1.4554384943306125
386,2016-08-23,F,F1,36,0.1786,35000,51518,12.42,0,0,14,0,3570,38.6,14,1,MORTGAGE,debt_consolidation,Individual,0,-0.49936387131468807
387,2015-11-27,B,B4,60,0.0733,15000,101724,24.04,0,0,11,0,7352,35.4,6,2,RENT,small_business,Individual,0,0.6378558691372317
388,2026-05-03,A,A2,36,0.0403,20000,72123,3.2,0,2,10,0,4584,55.2,28,2,MORTGAGE,debt_consolidation,Individual,0,1.4025270543896295
389,2027-02-27,D,D3,36,0.1184,15000,63707,5.91,0,2,11,0,31171,31.2,16,1,MORTGAGE,small_business,Individual,0,0.4791662089923643
390,2017-01-20,C,C2,36,0.1069,20000,66406,28.06,0,0,14,1,59866,4.7,24,5,MORTGAGE,credit_card,Individual,0,-1.555281203289113
391,2025-03-09,B,B2,36,0.0733,25000,145530,38.53,1,1,6,0,110450,40.9,24,8,MORTGAGE,debt_consolidation,Individual,0,-1.2410275949959866
392,2017-05-20,D,D1,36,0.1246,25000,71265,24.16,0,1,11,0,20047,72.9,28,3,MORTGAGE,debt_consolidation,Individual,0,-0.1810767626777644
393,2020-01-05,C,C3,60,0.1014,10000,36895,22.24,0,0,9,0,11450,45.4,30,9,RENT,credit_card,Joint App,0,0.4386741688129359
394,2023-03-20,C,C1,60,0.0935,20000,78201,12.76,1,0,11,0,1120,21.5,26,10,MORTGAGE,debt_consolidation,Individual,1,-1.07211058385116
395,2024-11-09,B,B4,36,0.077,25000,85060,12.97,1,1,10,0,5254,100.0,27,7,MORTGAGE,debt_consolidation,Individual,0,-0.6415751161587422
396,2026-12-29,B,B2,36,0.0729,15000,60027,20.05,0,1,8,0,3810,45.2,30,3,MORTGAGE,home_improvement,Individual,0,1.1147844605511497
397,2015-07-30,B,B3,36,0.0765,25000,63163,30.36,0,0,18,0,4101,23.7,17,0,MORTGAGE,debt_consolidation,Individual,0,-0.4948050089808375
398,2017-08-18,D,D3,36,0.1221,20000,36160,21.84,0,2,1,0,30909,98.7,16,5,OWN,other,Joint App,0,-0.35223126085135503
399,2018-10-12,A,A4,60,0.0421,10000,68564,26.62,0,4,13,0,34105,1.7,27,7,OWN,credit_card,Individual,0,-0.24847719824399428
400,2019-03-11,D,D4,60,0.1229,35000,33328,9.75,0,0,13,0,5239,21.7,6,6,RENT,credit_card,Individual,1,-0.2330716866497413
401,2028-08-20,D,D3,36,0.1282,20000,56625,23.55,0,1,11,0,4326,70.5,10,9,MORTGAGE,small_business,Individual,0,1.898669330995927
402,2025-08-06,D,D5,60,0.127,15000,44981,11.96,0,2,12,0,6413,21.3,6,10,RENT,debt_consolidation,Individual,0,-0.48320572221742286
403,2019-05-10,A,A2,60,0.0502,10000,111607,19.26,1,3,13,0,1282,63.3,31,8,MORTGAGE,debt_consolidation,Individual,0,-0.20674311203968995
404,2028-04-22,B,B4,36,0.0795,20000,152452,23.54,0,2,9,0,29000,66.5,31,5,MORTGAGE,debt_consolidation,Individual,0,1.3584580238150448
405,2021-10-26,C,C2,36,0.099,20000,34639,13.22,1,2,9,0,18294,96.7,29,3,MORTGAGE,debt_consolidation,Individual,0,0.48615095125120006
406,2021-10-26,C,C4,60,0.1003,15000,64835,8.85,0,2,9,0,2322,71.6,22,2,MORTGAGE,small_business,Individual,0,0.48615095125120006
407,2020-11-30,F,F3,36,0.1726,25000,54799,21.26,0,1,13,0,2367,33.5,17,8,MORTGAGE,credit_card,Individual,0,0.5577506947332821
408,2016-12-21,B,B5,36,0.0798,20000,83917,16.79,1,2,13,0,42188,26.6,19,3,MORTGAGE,debt_consolidation,Individual,0,-0.5155669025174471
409,2027-10-25,E,E2,36,0.1515,15000,68533,19.23,0,0,6,0,18659,18.6,25,3,RENT,medical,Individual,0,1.4018788803237672
410,2015-03-02,A,A3,36,0.0472,25000,52527,23.91,0,2,10,0,51204,17.1,28,3,MORTGAGE,debt_consolidation,Individual,0,0.4804590589789452
411,2017-05-20,B,B1,36,0.0676,25000,68439,29.77,0,3,8,0,3781,54.9,11,5,MORTGAGE,small_business,Individual,0,-0.1810767626777644
412,2018-02-14,A,A4,60,0.0555,20000,57761,23.97,0,0,7,0,49718,0.6,28,2,RENT,home_improvement,Individual,0,-1.5909329188972725
413,2018-10-12,D,D1,36,0.1213,35000,155774,22.79,0,0,9,0,3206,49.0,31,9,RENT,debt_consolidation,Individual,0,-0.24847719824399428
414,2016-10-22,A,A3,60,0.0504,15000,42008,13.5,0,2,6,0,9712,0.0,29,1,RENT,medical,Individual,0,-0.042347293196154545
415,2015-03-02,B,B1,36,0.0868,10000,74888,14.88,0,2,3,0,1465,51.4,8,9,MORTGAGE,debt_consolidation,Individual,0,0.4804590589789452
416,2024-04-13,D,D2,36,0.129,10000,86029,22.09,0,2,11,0,5022,31.3,28,2,MORTGAGE,debt_consolidation,Individual,0,-0.7945806660950429
417,2028-03-23,C,C3,60,0.1081,20000,82727,14.73,0,2,14,0,10100,60.8,21,1,MORTGAGE,debt_consolidation,Individual,0,2.3135719586995656
418,2016-08-23,A,A2,36,0.0473,20000,55177,22.05,0,2,9,0,5558,0.0,36,6,MORTGAGE,debt_consolidation,Individual,0,-0.49936387131468807
419,2019-01-10,A,A2,36,0.0554,10000,137956,10.66,0,0,14,0,15825,68.7,20,6,MORTGAGE,debt_consolidation,Individual,0,0.4868647868918664
420,2021-11-25,C,C1,36,0.1001,20000,20604,35.36,0,1,14,0,3731,45.3,31,5,OWN,debt_consolidation,Individual,0,-0.13446258183354565
421,2027-08-26,B,B4,36,0.0768,35000,35613,19.74,0,1,7,0,8426,33.3,35,5,MORTGAGE,credit_card,Individual,0,0.88949549604
422,2024-06-12,B,B4,60,0.0851,25000,93629,19.15,0,2,7,0,6036,58.1,29,6,MORTGAGE,other,Individual,0,-0.5405775159162597
423,2025-06-07,C,C3,36,0.0986,25000,40057,13.66,0,0,5,0,5962,56.1,17,4,MORTGAGE,debt_consolidation,Individual,0,-0.019826101031090282
424,2022-12-20,B,B1,36,0.0751,25000,38791,35.22,2,2,12,0,18820,10.6,26,2,RENT,medical,Individual,0,-0.8727567460253252
425,2020-09-01,C,C1,60,0.0955,25000,50271,6.72,1,1,13,0,4180,48.9,14,1,MORTGAGE,debt_consolidation,Individual,0,0.8193905637940778
426,2017-09-17,B,B4,60,0.0794,20000,42194,11.67,0,0,11,0,6986,63.3,16,6,MORTGAGE,credit_card,Individual,0,-0.9263837757870595
427,2026-10-30,B,B5,36,0.0722,20000,92276,25.68,0,2,8,0,5166,5.2,32,6,RENT,small_business,Individual,0,0.7712554721747422
428,2026-01-03,A,A5,36,0.0551,20000,106891,20.16,0,1,10,0,41434,50.1,22,7,RENT,debt_consolidation,Joint App,0,1.1131257793729337
429,2015-05-01,B,B3,36,0.0668,10000,68235,12.81,0,1,13,0,7990,75.1,20,3,MORTGAGE,debt_consolidation,Individual,0,-0.4499093477673273
430,2024-10-10,A,A3,36,0.0527,20000,116097,13.07,0,4,13,0,8055,49.3,36,8,RENT,small_business,Individual,1,-1.5101057658633692
431,2016-02-25,B,B1,36,0.0718,20000,30321,15.38,1,1,13,0,6237,33.2,34,10,RENT,home_improvement,Individual,0,-0.15705998399462762
432,2025-02-07,F,F1,36,0.1787,15000,67770,18.92,0,1,12,0,12619,10.8,12,4,RENT,credit_card,Individual,1,-1.1975815924567694
433,2026-04-03,E,E4,36,0.1499,15000,136423,31.98,0,1,15,0,5373,17.5,22,0,RENT,small_business,Individual,1,1.0065396195877447
434,2016-09-22,B,B3,60,0.0723,25000,111236,23.45,0,1,7,0,5137,34.9,18,1,MORTGAGE,debt_consolidation,Individual,0,0.4459980552593449
435,2020-11-30,C,C3,60,0.0981,15000,143215,27.21,0,1,8,0,5141,64.4,19,3,RENT,other,Individual,0,0.5577506947332821
436,2016-08-23,C,C2,36,0.0957,20000,46986,14.09,0,4,7,0,8625,59.8,31,0,MORTGAGE,debt_consolidation,Individual,0,-0.49936387131468807
437,2022-09-21,E,E2,36,0.1542,15000,107645,22.64,0,1,9,0,23848,35.0,28,5,MORTGAGE,debt_consolidation,Individual,0,-1.5650134065906065
438,2027-08-26,B,B5,60,0.0698,15000,51401,4.01,0,2,16,0,5858,24.3,7,6,RENT,medical,Individual,0,0.88949549604
439,2016-01-26,B,B5,36,0.0737,25000,90172,19.64,0,2,8,1,2173,29.7,32,5,RENT,credit_card,Individual,0,0.048900346546989326
440,2020-06-03,B,B4,36,0.0767,10000,133669,19.06,0,1,8,0,1817,73.9,17,0,MORTGAGE,home_improvement,Individual,0,0.26046762334177886
441,2028-04-22,A,A2,36,0.0581,15000,41999,34.39,0,1,4,0,146625,6.8,25,0,MORTGAGE,credit_card,Individual,0,1.3584580238150448
442,2019-02-09,B,B4,36,0.075,35000,23422,32.02,0,0,13,0,3530,45.4,28,7,MORTGAGE,debt_consolidation,Joint App,0,0.07500341956386869
443,2016-10-22,E,E2,36,0.1488,20000,179566,15.67,0,2,10,0,53680,31.4,28,10,RENT,debt_consolidation,Individual,0,-0.042347293196154545
444,2021-08-27,F,F3,36,0.1764,20000,85017,10.65,0,1,16,0,6316,60.9,16,9,RENT,debt_consolidation,Individual,0,0.434114754291831
445,2021-11-25,A,A1,60,0.0396,20000,61282,10.89,0,2,16,0,3072,38.8,26,4,MORTGAGE,debt_consolidation,Joint App,0,-0.13446258183354565
446,2024-01-14,C,C4,36,0.094,15000,59458,15.35,0,1,6,0,7402,12.5,29,2,RENT,debt_consolidation,Individual,0,0.8684701046387879
447,2019-04-10,B,B1,36,0.0731,20000,20521,29.72,0,1,10,0,14991,83.4,20,3,RENT,home_improvement,Individual,0,0.16586257636631224
448,2028-01-23,C,C4,60,0.0964,20000,72907,21.73,1,1,16,0,6395,49.3,17,6,RENT,small_business,Individual,0,1.249453603622789
449,2022-02-23,C,C4,60,0.092,15000,48549,22.66,1,0,8,0,4385,47.9,12,3,MORTGAGE,home_improvement,Individual,0,0.8825109315789375
450,2018-11-11,A,A1,60,0.0543,15000,66903,25.3,0,0,14,0,1682,8.9,38,3,RENT,credit_card,Individual,0,-0.10111742911662802
451,2028-02-22,E,E3,60,0.1513,20000,66092,9.05,0,1,1,0,4277,35.6,11,4,MORTGAGE,credit_card,Individual,0,2.816312336426735
452,2027-08-26,G,G2,36,0.2007,15000,20000,11.62,2,1,10,0,11980,25.4,13,8,MORTGAGE,other,Individual,0,0.88949549604
453,2021-10-26,C,C3,60,0.0965,15000,85103,22.68,0,0,8,0,1707,41.5,24,8,RENT,credit_card,Individual,0,0.48615095125120006
454,2015-05-01,D,D1,36,0.1254,20000,72119,10.99,0,1,15,0,5169,0.0,13,9,RENT,credit_card,Individual,0,-0.4499093477673273
455,2023-02-18,C,C4,36,0.1026,20000,77647,4.26,0,1,9,0,10441,46.9,38,1,RENT,debt_consolidation,Individual,0,-1.8820712785372882
456,2022-07-23,B,B3,36,0.0737,20000,58762,8.26,0,2,14,0,26446,64.5,11,4,OWN,medical,Individual,0,-0.26970071424568565
457,2016-12-21,A,A2,36,0.0522,10000,66772,27.49,0,2,13,0,2636,30.0,23,6,MORTGAGE,home_improvement,Joint App,0,-0.5155669025174471
458,2023-08-17,C,C5,60,0.096,25000,71481,14.63,0,0,8,0,61433,50.5,30,3,MORTGAGE,debt_consolidation,Individual,0,-0.15072524015949562
459,2026-07-02,A,A4,60,0.0505,25000,75583,20.03,0,0,14,0,12664,17.8,11,3,OWN,home_improvement,Individual,0,1.4657484609573224
460,2016-05-25,E,E4,36,0.1557,20000,84433,8.71,1,1,13,0,2488,85.8,14,9,MORTGAGE,small_business,Individual,0,-0.6887349229081888
461,2024-11-09,B,B1,36,0.0812,25000,75937,21.41,0,1,4,0,9276,18.2,23,10,MORTGAGE,medical,Individual,0,-0.6415751161587422
462,2016-11-21,B,B3,36,0.0816,20000,179780,15.57,1,0,13,1,3882,39.0,16,2,OWN,other,Individual,0,-0.8962315729269292
463,2025-04-08,B,B4,60,0.0764,10000,43600,22.02,0,1,9,0,1670,23.7,25,2,MORTGAGE,medical,Individual,0,-0.8429740314437861
464,2020-09-01,G,G5,36,0.2002,20000,52887,13.7,0,0,12,0,6810,20.4,20,1,MORTGAGE,other,Individual,0,0.8193905637940778
465,2015-01-31,A,A4,36,0.0478,20000,164928,22.54,0,2,12,0,6995,83.5,23,4,MORTGAGE,debt_consolidation,Individual,0,0.13432622866946803
466,2028-03-23,A,A1,36,0.041,35000,59701,13.26,0,1,15,0,10576,80.8,28,10,MORTGAGE,small_business,Individual,0,2.3135719586995656
467,2017-03-21,A,A4,60,0.0433,20000,108504,17.28,0,0,14,1,3097,31.6,14,2,MORTGAGE,debt_consolidation,Individual,0,-0.3391072923007621
468,2023-02-18,C,C1,36,0.0992,20000,70029,15.55,1,2,7,0,3325,100.0,22,5,RENT,home_improvement,Individual,1,-1.8820712785372882
469,2017-06-19,G,G2,36,0.1995,35000,57345,18.24,0,0,8,0,20503,71.9,19,10,RENT,debt_consolidation,Individual,0,-1.2726965538794663
470,2027-09-25,B,B5,60,0.0821,15000,111812,20.51,0,2,10,0,17130,69.8,13,6,MORTGAGE,small_business,Individual,0,0.5812874259936587
471,2025-02-07,F,F5,36,0.1816,20000,86445,13.55,1,1,15,0,2303,44.7,29,7,MORTGAGE,credit_card,Joint App,0,-1.1975815924567694
472,2026-01-03,B,B5,36,0.0716,20000,27957,16.92,0,0,9,0,1504,74.3,7,3,MORTGAGE,debt_consolidation,Individual,0,1.1131257793729337
473,2020-11-30,C,C2,60,0.1041,35000,71507,19.68,0,0,12,0,2608,47.6,9,4,MORTGAGE,debt_consolidation,Individual,0,0.5577506947332821
474,2021-05-29,A,A4,60,0.0476,15000,37603,22.57,1,1,14,0,24483,19.9,28,6,RENT,credit_card,Individual,0,0.6214170320520574
475,2023-08-17,C,C4,36,0.1034,25000,130780,17.32,1,4,11,0,444,44.0,9,8,MORTGAGE,other,Individual,1,-0.15072524015949562
476,2025-10-05,C,C2,60,0.104,20000,170521,10.02,0,2,17,0,4456,33.4,37,0,MORTGAGE,home_improvement,Individual,0,-0.044409929329181974
477,2026-08-01,C,C5,36,0.1062,35000,182193,18.78,0,2,8,0,20148,13.7,8,5,MORTGAGE,other,Individual,0,1.3929013810765971
478,2015-03-02,B,B5,60,0.0725,35000,79124,24.03,0,2,13,0,9703,69.9,35,3,RENT,credit_card,Individual,0,0.4804590589789452
479,2024-01-14,E,E1,36,0.1551,25000,50426,6.0,0,1,12,0,6873,49.0,30,0,MORTGAGE,credit_card,Individual,0,0.8684701046387879
480,2016-06-24,G,G4,36,0.1906,15000,77583,6.11,1,2,11,1,20106,42.9,7,3,RENT,other,Joint App,0,-0.2289395520284278
481,2018-12-11,C,C3,36,0.1065,20000,38765,12.04,1,1,2,0,6401,88.5,22,6,RENT,other,Individual,0,0.17831549917173733
482,2026-05-03,C,C4,36,0.0999,35000,236136,16.27,1,2,9,0,4635,49.0,9,5,MORTGAGE,other,Individual,0,1.4025270543896295
483,2018-05-15,D,D3,60,0.125,20000,125371,0.0,1,1,4,0,16956,75.7,14,7,MORTGAGE,other,Individual,0,-0.6871464416309019
484,2025-12-04,B,B2,36,0.0648,35000,76851,23.17,1,1,9,0,54293,18.5,17,6,MORTGAGE,debt_consolidation,Individual,0,1.0705250345671091
485,2021-04-29,E,E1,36,0.1481,25000,112478,16.36,0,1,10,0,820,25.2,3,2,MORTGAGE,other,Individual,0,0.1782951632709815
486,2018-02-14,B,B3,60,0.0818,20000,49597,0.0,1,1,20,0,3649,45.0,15,2,MORTGAGE,other,Individual,0,-1.5909329188972725
487,2019-07-09,D,D5,60,0.1229,15000,35339,7.98,0,0,14,0,5882,47.4,19,8,RENT,home_improvement,Individual,0,-0.033669241580199946
488,2022-03-25,A,A5,36,0.0536,20000,20000,15.29,0,1,6,0,4551,52.4,19,7,MORTGAGE,credit_card,Individual,0,0.15046345682195328
489,2025-06-07,B,B2,36,0.0752,25000,68038,2.05,0,0,11,0,8498,70.0,9,7,RENT,credit_card,Individual,0,-0.019826101031090282
490,2023-04-19,C,C5,36,0.1053,20000,57968,26.73,1,1,12,0,7828,100.0,17,4,MORTGAGE,home_improvement,Individual,0,-1.0032516636488436
491,2027-09-25,C,C2,60,0.101,10000,86487,19.68,0,1,11,0,2358,4.7,23,9,MORTGAGE,debt_consolidation,Individual,0,0.5812874259936587
492,2026-10-30,E,E3,36,0.1453,25000,65469,24.1,0,1,11,0,14175,29.7,28,5,MORTGAGE,home_improvement,Individual,0,0.7712554721747422
493,2025-04-08,G,G2,36,0.2003,10000,84354,8.74,1,1,8,0,7084,55.0,44,10,RENT,credit_card,Individual,0,-0.8429740314437861
494,2023-03-20,A,A3,36,0.058,20000,101543,21.7,0,0,12,0,27927,93.8,31,5,MORTGAGE,debt_consolidation,Individual,0,-1.07211058385116
495,2018-12-11,B,B3,60,0.0775,20000,29115,12.05,2,1,12,0,23265,39.3,13,6,RENT,debt_consolidation,Individual,0,0.17831549917173733
496,2020-08-02,B,B4,36,0.0744,20000,104823,16.27,0,3,13,0,6467,44.4,17,9,RENT,credit_card,Individual,0,0.3172559742184534
497,2016-07-24,C,C3,60,0.1113,15000,51975,21.18,1,4,14,0,13599,34.7,25,2,RENT,other,Joint App,0,-0.3808593576850513
498,2020-02-04,C,C3,36,0.1058,25000,86405,17.37,0,1,14,0,805,58.2,33,5,MORTGAGE,credit_card,Individual,0,-0.2648545378765655
499,2027-08-26,E,E4,60,0.1541,25000,114047,25.28,1,1,11,0,952,44.2,37,2,MORTGAGE,debt_consolidation,Joint App,0,0.88949549604
500,2020-10-31,D,D3,36,0.1266,25000,114478,19.25,0,1,10,0,23830,65.4,6,5,RENT,debt_consolidation,Individual,0,0.7011391467379748
501,2016-06-24,A,A3,36,0.0537,35000,69785,13.83,0,0,13,0,6970,75.6,30,0,MORTGAGE,home_improvement,Individual,0,-0.2289395520284278
502,2023-11-15,C,C1,60,0.1038,15000,71704,25.59,0,2,7,0,28468,35.4,10,9,RENT,debt_consolidation,Individual,0,-0.07840996113181573
503,2028-02-22,C,C5,36,0.0891,15000,106159,27.48,0,2,1,0,23966,68.8,19,7,OWN,home_improvement,Individual,0,2.816312336426735
504,2026-10-30,C,C1,36,0.102,10000,28466,18.79,0,2,4,0,1723,26.1,30,4,MORTGAGE,debt_consolidation,Individual,0,0.7712554721747422
505,2018-09-12,A,A5,60,0.0492,25000,38513,30.02,0,0,3,0,15372,50.4,14,6,RENT,credit_card,Individual,0,-1.274001019206577
506,2021-02-28,B,B4,36,0.0725,15000,55745,15.88,0,0,13,0,3651,28.1,17,6,MORTGAGE,other,Individual,0,1.3797391395716763
507,2022-03-25,B,B5,36,0.074,35000,31229,16.85,0,3,11,1,5903,3.4,39,7,RENT,credit_card,Individual,0,0.15046345682195328
508,2018-05-15,B,B1,36,0.0672,20000,55977,18.04,0,2,14,0,2234,67.9,36,2,MORTGAGE,home_improvement,Individual,0,-0.6871464416309019
509,2018-08-13,D,D2,36,0.116,25000,54320,16.83,0,3,13,0,21613,19.3,26,6,RENT,debt_consolidation,Individual,0,-0.7607361323970863
510,2018-03-16,B,B1,36,0.0812,20000,68189,15.21,1,1,15,0,13037,26.4,5,2,RENT,home_improvement,Individual,0,-1.0869171475369148
511,2028-08-20,C,C3,36,0.1023,25000,62997,11.57,0,3,15,1,4380,35.9,7,8,OWN,medical,Individual,0,1.898669330995927
512,2025-03-09,C,C5,36,0.0879,20000,117041,9.05,0,0,14,0,3671,92.4,23,6,RENT,debt_consolidation,Individual,1,-1.2410275949959866
513,2026-07-02,E,E4,36,0.1471,20000,89080,19.0,0,0,14,0,17335,85.6,26,3,RENT,debt_consolidation,Individual,0,1.4657484609573224
514,2026-03-04,A,A4,60,0.0544,25000,62509,28.79,0,3,17,0,3639,3.0,24,9,RENT,small_business,Individual,0,0.6174271895642681
515,2028-02-22,A,A5,36,0.0486,15000,54114,25.33,1,0,19,0,4352,14.0,12,9,MORTGAGE,medical,Individual,0,2.816312336426735
516,2016-05-25,B,B1,36,0.0812,35000,63321,21.49,1,2,11,0,3842,91.9,21,3,MORTGAGE,small_business,Individual,0,-0.6887349229081888
517,2027-01-28,B,B4,60,0.0802,25000,63941,29.24,0,1,17,0,3803,99.6,31,1,RENT,small_business,Individual,0,1.2449080842752047
518,2015-11-27,B,B2,36,0.0682,25000,259745,18.17,0,0,8,0,15777,57.0,20,2,MORTGAGE,other,Joint App,0,0.6378558691372317
519,2021-06-28,D,D4,36,0.1243,15000,29158,9.1,0,1,8,0,10038,48.4,13,5,OWN,credit_card,Individual,1,-1.0279611873440095
520,2023-02-18,B,B4,36,0.0728,10000,39053,14.85,0,2,17,2,4555,43.4,22,3,MORTGAGE,credit_card,Individual,0,-1.8820712785372882
521,2019-11-06,A,A4,60,0.0431,10000,36027,17.45,0,1,11,0,2790,39.5,26,5,RENT,home_improvement,Individual,1,-0.44911759296945697
522,2016-12-21,B,B3,36,0.0677,20000,75375,13.39,0,2,4,0,7854,13.8,18,8,RENT,home_improvement,Individual,0,-0.5155669025174471
523,2017-08-18,D,D4,36,0.121,15000,73751,23.49,0,0,6,1,6110,65.7,24,10,MORTGAGE,credit_card,Individual,0,-0.35223126085135503
524,2026-04-03,E,E3,36,0.1468,35000,47427,26.42,0,0,7,0,17412,21.4,20,0,MORTGAGE,other,Individual,0,1.0065396195877447
525,2019-05-10,D,D4,36,0.1264,35000,106404,2.41,1,0,6,1,3869,61.3,8,0,RENT,debt_consolidation,Joint App,0,-0.20674311203968995
526,2019-03-11,C,C3,36,0.1052,10000,79654,16.69,0,1,13,0,12295,45.9,19,4,MORTGAGE,credit_card,Individual,1,-0.2330716866497413
527,2027-08-26,D,D2,36,0.1276,25000,108890,0.0,0,0,7,0,6193,72.4,31,1,MORTGAGE,home_improvement,Individual,0,0.88949549604
528,2016-12-21,D,D2,60,0.1288,15000,126000,17.18,0,1,9,1,10674,27.9,18,3,RENT,credit_card,Individual,0,-0.5155669025174471
529,2027-06-27,B,B2,60,0.0737,20000,20132,17.08,1,1,8,0,40593,13.1,40,4,MORTGAGE,credit_card,Individual,1,-0.204293096838698
530,2027-07-27,C,C4,36,0.103,15000,94772,33.99,2,3,5,0,6151,19.7,5,7,RENT,other,Individual,0,0.534929239614959
531,2023-02-18,D,D5,60,0.1243,25000,31971,31.29,0,0,5,0,70298,44.5,25,5,RENT,debt_consolidation,Individual,1,-1.8820712785372882
532,2017-03-21,B,B1,36,0.0728,35000,74557,26.39,0,2,14,0,6450,41.1,27,3,RENT,debt_consolidation,Individual,0,-0.3391072923007621
533,2017-02-19,C,C1,36,0.1095,10000,62445,9.36,0,1,12,0,2821,12.9,12,5,RENT,credit_card,Individual,0,-1.098816712927144
534,2018-11-11,C,C3,36,0.0883,15000,63928,8.84,0,0,1,0,38329,31.7,21,4,MORTGAGE,home_improvement,Individual,0,-0.10111742911662802
535,2022-11-20,C,C4,36,0.0906,20000,33510,8.14,1,3,8,0,49090,47.0,2,4,MORTGAGE,debt_consolidation,Individual,0,-1.1200801846028845
536,2017-01-20,A,A1,36,0.0519,20000,114566,31.74,0,1,14,0,3135,62.7,22,2,MORTGAGE,debt_consolidation,Joint App,0,-1.555281203289113
537,2021-03-30,D,D2,36,0.1237,10000,31964,9.81,0,0,13,0,3633,44.4,17,3,MORTGAGE,credit_card,Individual,0,0.9199964836208514
538,2016-07-24,E,E1,36,0.1428,25000,98217,14.53,0,0,19,0,18135,62.5,25,6,OWN,credit_card,Individual,0,-0.3808593576850513
539,2022-05-24,A,A1,36,0.0447,35000,29572,9.9,1,0,9,0,14180,46.1,27,6,MORTGAGE,credit_card,Individual,0,-0.8952212737132944
540,2015-04-01,B,B1,60,0.0704,20000,64364,6.68,0,6,12,0,3559,46.2,20,1,MORTGAGE,other,Individual,1,0.06232608743951784
541,2024-09-10,A,A4,36,0.0545,35000,175353,20.99,0,0,7,0,3268,57.5,11,3,RENT,debt_consolidation,Individual,0,-0.7994046875533118
542,2015-09-28,A,A5,36,0.0561,25000,238241,19.38,0,0,4,0,10638,15.2,9,2,RENT,other,Individual,0,-0.6571305960492191
543,2017-08-18,G,G3,60,0.2082,20000,26684,0.0,0,2,12,1,6983,92.2,11,7,MORTGAGE,debt_consolidation,Individual,0,-0.35223126085135503
544,2017-05-20,C,C1,36,0.0921,25000,44119,6.28,0,2,9,0,14251,46.9,24,5,RENT,credit_card,Individual,0,-0.1810767626777644
545,2026-05-03,B,B5,36,0.0682,20000,48760,20.3,0,2,21,0,14199,42.8,24,2,MORTGAGE,debt_consolidation,Individual,0,1.4025270543896295
546,2015-08-29,B,B2,36,0.0678,20000,224677,17.35,0,0,8,0,19956,51.2,1,3,MORTGAGE,credit_card,Individual,0,-0.2826917674639145
547,2020-10-31,G,G1,36,0.2064,15000,62602,14.39,0,2,9,0,1036,73.5,38,0,MORTGAGE,small_business,Individual,0,0.7011391467379748
548,2023-01-19,B,B1,36,0.0771,25000,117384,23.45,0,0,11,0,51606,55.4,24,3,RENT,other,Individual,0,-1.9948395105550283
549,2022-01-24,D,D2,36,0.1254,15000,76648,5.01,0,1,14,0,13434,60.9,17,6,MORTGAGE,home_improvement,Individual,1,-0.17446763393539308
